epoch,acc,loss,val_acc,val_loss
0,0.773200000038,0.453250022163,0.844040000134,0.361863982391
1,0.903920000076,0.249589674549,0.842680000134,0.373394681025
2,0.934360000038,0.179134952741,0.834799999981,0.392335062985
3,0.955280000057,0.129632532611,0.830920000095,0.46064689888
4,0.968959999943,0.0898664010572,0.826600000019,0.529473581123
5,0.979279999943,0.0634523583686,0.823400000057,0.631350842619
6,0.986120000038,0.0444354470253,0.821360000057,0.7152629146
7,0.988000000038,0.0396815295792,0.819600000076,0.796373891735
8,0.986559999943,0.0405376076496,0.816640000095,0.937670689621
9,0.986959999943,0.0409950516963,0.814520000057,0.817528110056
10,0.99004,0.0314570421779,0.818160000019,0.982471793785
11,0.9898,0.0315511404227,0.816920000038,0.943186945992
12,0.992879999981,0.0242947912925,0.814600000095,0.974697440586
13,0.98808,0.0350850439882,0.813400000095,0.945711025133
14,0.99396,0.0206944668055,0.813800000076,1.03150377977
15,0.993039999943,0.0242507151753,0.816120000038,1.11092162693
16,0.99508,0.0162993419074,0.812080000095,1.21694280495
17,0.99676,0.0114127956378,0.800320000095,1.57610276779
18,0.993159999981,0.0244706753832,0.809280000019,1.14626072897
19,0.99656,0.0120017101852,0.809760000095,1.22663898802
20,0.998599999943,0.00601967364728,0.812320000095,1.29636918123
21,0.9954,0.0171153921697,0.813160000134,1.2660619978
22,0.9982,0.00669051805243,0.812080000057,1.27666092712
23,0.99732,0.00878549493346,0.811360000038,1.29293843761
24,0.99512,0.0157014622159,0.811240000095,1.19330573794
25,0.99724,0.0103131410784,0.80944,1.25567454428
26,0.99852,0.00469395309047,0.810160000038,1.40777289051
27,0.9952,0.014552284477,0.81248,1.27942218175
28,0.99848,0.00526494776763,0.807800000057,1.31927660141
29,0.99884,0.00384426760176,0.810080000038,1.50538905546
30,0.99624,0.0125625586853,0.804760000057,1.26884311826
31,0.99488,0.0162317716191,0.807600000095,1.39543358675
32,0.992,0.0234658213681,0.805640000019,1.143254391
33,0.9936,0.0204764960189,0.806160000095,1.15829714251
34,0.99784,0.00829854519129,0.809400000038,1.31824382214
35,0.99936,0.00300636033926,0.810360000038,1.41744126717
36,0.9994,0.00321767664638,0.801840000095,1.61125540157
37,0.99812,0.00616804074381,0.800160000019,1.28392074972
38,0.99904,0.00427180812004,0.805680000095,1.39155945223
39,0.99892,0.00361433507454,0.803120000057,1.32324166894
40,0.99876,0.00585340902492,0.805240000095,1.44783350058
41,0.99924,0.00221215443235,0.804480000057,1.42855934097
42,0.999439999981,0.00217963027648,0.763720000057,1.36131774929
43,0.99452,0.0204415552673,0.805480000095,1.29809173159
44,0.99864,0.00648542657208,0.808200000038,1.36563402744
45,0.99868,0.00444808998842,0.81032,1.34983210703
46,0.99884,0.00521814000957,0.811320000019,1.43418562206
47,0.99884,0.00395081386233,0.805440000019,1.2991421147
48,0.991079999981,0.0272832036025,0.80336,1.10961480672
49,0.99368,0.0200691610682,0.807920000057,1.27908684074
50,0.99968,0.00199949086197,0.809,1.45532874106
