epoch,acc,loss,val_acc,val_loss
0,0.0164125504032,4.12802530777,0.0315650201613,4.04194356165
1,0.0749275453629,3.72912120098,0.159337197581,3.24122803442
2,0.258505544355,2.73922189493,0.301789314516,2.48924774604
3,0.443532636089,1.93892159698,0.493951612903,1.70148035067
4,0.564957157258,1.43635784642,0.559538810484,1.43653410433
5,0.629378780242,1.18912991341,0.646547379032,1.09513317722
6,0.669134324597,1.03252767892,0.66349546371,1.05766695798
7,0.700148059476,0.921278301626,0.677860383065,1.00422932027
8,0.723506804435,0.840097892549,0.703503024194,0.906409670809
9,0.742250504032,0.778485344903,0.712008568548,0.906923586803
10,0.754662298387,0.73877637557,0.730027721774,0.831693998448
11,0.767830141129,0.688913792732,0.724357358871,0.832176271345
12,0.778603830645,0.655409508114,0.739478326613,0.775479967135
13,0.7841796875,0.634012175123,0.747794858871,0.792417604957
14,0.794276083669,0.606974420648,0.744959677419,0.777780453224
15,0.802734375,0.579319610771,0.760710685484,0.747825477392
16,0.812358240927,0.554597891867,0.754725302419,0.752491774759
17,0.822438886089,0.522511198816,0.763167842742,0.739459497373
18,0.828518775202,0.506668842067,0.75837953629,0.772587071083
19,0.835874495968,0.485777623351,0.76423891129,0.770745762564
20,0.839260962702,0.47503992068,0.779170866935,0.684162604322
21,0.84367124496,0.458765933891,0.775201612903,0.727232764009
22,0.83878843246,0.460863713295,0.775705645161,0.726356653076
23,0.851467993952,0.429833112765,0.780115927419,0.73980394889
24,0.853247857863,0.427129622188,0.774949596774,0.7406061648
25,0.821903351815,0.4912640535,0.772807459677,0.729791606371
26,0.859138734879,0.405043002038,0.771925403226,0.729596881782
27,0.84130859375,0.442786569317,0.776650705645,0.715561961162
28,0.863107988911,0.391686149693,0.777595766129,0.71758272601
29,0.86482484879,0.381093018658,0.786038306452,0.712208216289
30,0.860934349798,0.391456649699,0.783455141129,0.701654647086
31,0.869613155242,0.370166251256,0.780178931452,0.734792699076
32,0.867770287298,0.371230544402,0.776839717742,0.739295851034
33,0.86970766129,0.363224385847,0.782888104839,0.721556778156
34,0.871393019153,0.360673711124,0.775516633065,0.74713332912
35,0.874259702621,0.35170575,0.787613407258,0.720767983581
36,0.873865927419,0.353091406275,0.782510080645,0.711423240257
37,0.862493699597,0.375097014701,0.788558467742,0.729668571448
38,0.875063004032,0.343681395054,0.790196572581,0.713395921709
39,0.875724546371,0.343092399289,0.781691028226,0.727791601732
40,0.870589717742,0.356045319098,0.706086189516,0.809354741907
41,0.879284274194,0.330652676733,0.789440524194,0.708848893853
42,0.858587449597,0.393018834083,0.792212701613,0.716939844056
43,0.870069934476,0.353721185077,0.787046370968,0.724510061389
44,0.880796370968,0.329666151335,0.670992943548,0.957269312393
45,0.851326234879,0.394962098179,0.794417842742,0.650089836514
46,0.882528981855,0.319509159473,0.790637600806,0.740435953079
47,0.854350428427,0.38708360367,0.792842741935,0.71977327755
48,0.886939264113,0.30925050456,0.788243447581,0.745745196908
49,0.88671875,0.306221574214,0.787739415323,0.732275423346
50,0.875929309476,0.333314150842,0.793283770161,0.717422487274
51,0.874007686492,0.33913952665,0.785093245968,0.745562584049
52,0.888766381048,0.30103209801,0.788369455645,0.736161320493
53,0.860162550403,0.371825301179,0.793913810484,0.728539347964
54,0.836236769153,0.430736358548,0.726814516129,0.779279991143
55,0.886498235887,0.308276367419,0.791204637097,0.728994002701
56,0.886545488911,0.305788777678,0.701486895161,0.850524859052
57,0.784951486895,0.545040095465,0.742439516129,0.757857555043
58,0.797505040323,0.513034542902,0.732043850806,0.775371525253
59,0.801600302419,0.500938258584,0.72908266129,0.770333586141
60,0.804892263105,0.492162115391,0.739604334677,0.777874369144
61,0.816626764113,0.466592820932,0.794984879032,0.687049467913
62,0.861233618952,0.362515106767,0.787550403226,0.76420163925
63,0.866872479839,0.35652666554,0.797694052419,0.724012430592
64,0.825242565524,0.457277674588,0.735572076613,0.783081516864
65,0.8662109375,0.362485628966,0.788873487903,0.728204296541
66,0.854444934476,0.380535762757,0.797127016129,0.668390654583
67,0.863312752016,0.36036906836,0.786038306452,0.762816098218
68,0.851814516129,0.384905290009,0.736328125,0.758303988304
69,0.853625882056,0.384648106782,0.731098790323,0.785334112318
70,0.813586819556,0.465361403361,0.736580141129,0.764738516732
71,0.862918976815,0.358280283114,0.795551915323,0.732307458122
72,0.894499747984,0.28174092897,0.796811995968,0.728934189891
73,0.890120967742,0.302323209482,0.792086693548,0.75336735757
74,0.875834803427,0.327849696931,0.796118951613,0.702348819543
75,0.898752520161,0.270531303009,0.784022177419,0.767607904054
76,0.898012222782,0.26791163208,0.793724798387,0.731286854693
77,0.899130544355,0.274536247485,0.789566532258,0.765778965827
78,0.878937752016,0.317224163337,0.792023689516,0.751349357122
79,0.858429939516,0.36544757042,0.788180443548,0.804297150143
80,0.855925529234,0.368720199973,0.798072076613,0.69138821246
81,0.878197454637,0.314743873828,0.727066532258,0.80108801663
82,0.838063886089,0.406611595543,0.791015625,0.7655150151
83,0.900406376008,0.260441570948,0.78181703629,0.810280243693
84,0.889931955645,0.289960830097,0.800277217742,0.741079392
85,0.903147051411,0.252610912547,0.789818548387,0.798107686055
86,0.900075604839,0.266219410099,0.793787802419,0.784702331233
87,0.904674899194,0.252562752114,0.792905745968,0.765194669479
88,0.905226184476,0.247792820536,0.790007560484,0.779978612708
89,0.891097530242,0.2849992369,0.79630796371,0.699827963622
90,0.905147429435,0.24835718695,0.793409778226,0.771072195723
91,0.900217363911,0.263337946196,0.782006048387,0.832472993174
92,0.881631174395,0.306855188337,0.791393649194,0.797556915936
93,0.889317666331,0.289153136523,0.78572328629,0.799392057233
94,0.894515498992,0.2787119669,0.796118951613,0.717619980295
95,0.904974168347,0.24881351625,0.780871975806,0.870816896208
96,0.905336441532,0.246294352271,0.794480846774,0.770304883864
97,0.894909274194,0.276282804567,0.791834677419,0.785774104628
98,0.90576171875,0.24695060976,0.792653729839,0.805881619915
99,0.905021421371,0.24771738856,0.790133568548,0.812705528712
